STU_ID_PROXY,COURSE_CREDITS_REQ_bach,FACULTY_CODE_bach,LOCATION_CODE_bach,STUDY_YEAR_bach,N_SUBJECTS_bach,CODE_DESCR_bach,top5_bach_bach,COURSE_CODE,COURSE_CREDITS_REQ_mast,FACULTY_CODE_mast,LOCATION_CODE_mast,STUDY_YEAR_mast,N_SUBJECTS_mast,CODE_DESCR_mast,IS_GENDER_MALE,AGE_BAND,STATE,IS_INTERNATIONAL,HOME_LANGUAGE,ATAR_BAND,LANGUAGE_TEST_TYPE,LANGUAGE_TEST_SCORE
141052,100.0,603,U,2010,4,Bachelor of Science (Degree with Honours),BSC,MC-ENG,300.0,400.0,U,2015.0,7.0,Master of Engineering,0,22-24,,0,Not English,,Not Entered, 
70862,300.0,702,U,2010,8,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2014.0,3.0,Master of Architecture,1,25-29,,0,Not English,,Not Entered, 
147489,100.0,603,U,2010,4,Bachelor of Science (Degree with Honours),BSC,MC-DMED,400.0,500.0,U,2015.0,3.0,Doctor of Medicine,1,20-21,,0,English,,Not Entered, 
192087,100.0,603,U,2010,4,Bachelor of Science (Degree with Honours),BSC,305BB,200.0,500.0,U,2014.0,7.0,Master of Clinical Audiology,0,20-21,VIC,0,English,,Not Entered, 
107737,100.0,603,U,2010,4,Bachelor of Science (Degree with Honours),BSC,MC-DMED,400.0,500.0,U,2015.0,3.0,Doctor of Medicine,0,20-21,,0,English,,Not Entered, 
186368,300.0,702,U,2010,8,Bachelor of Environments,BOE,,,,,,,,0,20-21,,1,English,,Not Entered, 
5250,100.0,603,U,2010,6,Bachelor of Science (Degree with Honours),BSC,,,,,,,,0,20-21,,0,English,,Not Entered, 
81395,100.0,603,U,2011,4,Bachelor of Science (Degree with Honours),BSC,,,,,,,,0,20-21,VIC,0,English,,Not Entered, 
84416,300.0,702,U,2011,8,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2014.0,6.0,Master of Architecture,0,20-21,QLD,0,English,Band3 - 85.00 - 89.95,Not Entered, 
144608,100.0,603,U,2011,4,Bachelor of Science (Degree with Honours),BSC,,,,,,,,0,25-29,VIC,0,English,,Not Entered, 
103814,300.0,100,U,2011,8,Bachelor of Arts,BOA,095EC,100.0,100.0,U,2014.0,2.0,Postgraduate Diploma in Arts (Editing and Communications),0,25-29,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
34119,100.0,603,U,2011,4,Bachelor of Science (Degree with Honours),BSC,MC-DMED,400.0,500.0,U,2017.0,3.0,Doctor of Medicine,0,20-21,VIC,0,Not English,,Not Entered, 
57114,300.0,100,U,2011,8,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2014.0,9.0,Juris Doctor,0,18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
150052,300.0,702,U,2011,9,Bachelor of Environments,BOE,,,,,,,,0,19,VIC,0,English,Band1 - <80,Not Entered, 
156995,300.0,702,U,2011,8,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2014.0,6.0,Master of Architecture,1,22-24,,1,English,,Not Entered, 
119978,300.0,702,U,2011,8,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2014.0,3.0,Master of Architecture,0,22-24,,1,English,,Not Entered, 
135344,300.0,702,U,2011,8,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2016.0,2.0,Master of Architecture,0,20-21,,1,Not English,,Not Entered, 
127181,100.0,603,U,2011,4,Bachelor of Science (Degree with Honours),BSC,244CW,200.0,500.0,U,2018.0,5.0,Master of Public Health,0,20-21,VIC,0,English,,Not Entered, 
145802,300.0,100,U,2011,8,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2015.0,8.0,Juris Doctor,1,22-24,VIC,0,English,Band2 - 80.00 - 84.95,Not Entered, 
39607,300.0,300,U,2011,11,Bachelor of Commerce,BOC,MC-BAPT,225.0,878.0,U,2015.0,1.0,Master of Business Administration,1,22-24,,0,English,Band1 - <80,Not Entered, 
59492,300.0,702,U,2011,8,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2016.0,2.0,Master of Architecture,0,20-21,,1,Not English,,Not Entered, 
18285,300.0,603,U,2011,13,Bachelor of Science,BSC,MC-DMED,400.0,500.0,U,2015.0,3.0,Doctor of Medicine,1,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
123641,100.0,603,U,2011,4,Bachelor of Science (Degree with Honours),BSC,MC-ENG,300.0,400.0,U,2015.0,7.0,Master of Engineering,0,22-24,QLD,0,English,Band4 - 90.00 - 94.95,Not Entered, 
90884,100.0,603,U,2011,4,Bachelor of Science (Degree with Honours),BSC,,,,,,,,0,22-24,VIC,0,English,,Not Entered, 
110735,300.0,702,U,2011,9,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2014.0,5.0,Master of Architecture,1,18,,0,English,Band2 - 80.00 - 84.95,Not Entered, 
118559,100.0,603,U,2011,4,Bachelor of Science (Degree with Honours),BSC,,,,,,,,1,25-29,VIC,0,English,,Not Entered, 
9050,300.0,702,U,2011,8,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2016.0,3.0,Master of Architecture,0,20-21,,1,English,,Not Entered, 
78689,300.0,702,U,2011,8,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2014.0,2.0,Master of Architecture,1,20-21,,1,English,,Not Entered, 
62123,300.0,702,U,2011,8,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2014.0,2.0,Master of Architecture,0,20-21,,1,English,,Not Entered, 
78617,300.0,702,U,2011,6,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2016.0,1.0,Master of Architecture,0,20-21,,0,English,Band2 - 80.00 - 84.95,Not Entered, 
38212,300.0,702,U,2011,8,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2014.0,5.0,Master of Architecture,0,20-21,,1,English,,Not Entered, 
50795,300.0,702,U,2011,8,Bachelor of Environments,BOE,MC-ARCH,300.0,702.0,U,2017.0,5.0,Master of Architecture,1,20-21,,1,Not English,,Not Entered, 
6535,300.0,500,U,2012,8,Bachelor of Biomedicine,BOB,MC-DMED,400.0,500.0,U,2016.0,3.0,Doctor of Medicine,1,<18,VIC,0,English,Band7 - 99.90+,Not Entered, 
145567,300.0,100,U,2012,8,Bachelor of Arts,BOA,,,,,,,,1,18,VIC,0,English,Band7 - 99.90+,Not Entered, 
127940,300.0,300,U,2012,8,Bachelor of Commerce,BOC,MC-FIN,200.0,300.0,U,2014.0,9.0,Master of Finance,0,19,VIC,1,Not English,Band6 - 98.00 - 99.85,Not Entered, 
166064,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-DPHYSIO,300.0,500.0,U,2016.0,5.0,Doctor of Physiotherapy,0,18,,1,Not English,,Not Entered, 
114971,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2014.0,7.0,Master of Engineering,1,18,VIC,0,Not English,Band5 - 95.00 - 97.95,Not Entered, 
140937,300.0,500,U,2012,8,Bachelor of Biomedicine,BOB,MC-ENG,300.0,400.0,U,2015.0,6.0,Master of Engineering,0,<18,VIC,0,Not English,Band4 - 90.00 - 94.95,Not Entered, 
77181,300.0,702,U,2012,8,Bachelor of Environments,BOE,MC-ENG,300.0,400.0,U,2016.0,1.0,Master of Engineering,0,18,,0,Not English,Band4 - 90.00 - 94.95,Not Entered, 
154973,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-SCICHE,200.0,603.0,U,2014.0,5.0,Master of Science (Chemistry),0,22-24,NSW,0,English,Band4 - 90.00 - 94.95,Not Entered, 
98294,300.0,702,U,2012,7,Bachelor of Environments,BOE,MC-ENG,300.0,400.0,U,2014.0,7.0,Master of Engineering,0,19,,1,Not English,,Not Entered, 
166143,300.0,100,U,2012,8,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2016.0,8.0,Juris Doctor,1,19,,0,English,Band5 - 95.00 - 97.95,Not Entered, 
179143,100.0,100,U,2012,3,Bachelor of Arts (Degree with Honours),BOA,GC-IRPRO,25.0,460.0,U,2015.0,1.0,Professional Certificate in Indigenous Research,0,22-24,,0,English,,Not Entered, 
65695,300.0,500,U,2012,7,Bachelor of Biomedicine,BOB,MC-DMED,400.0,500.0,U,2016.0,3.0,Doctor of Medicine,1,19,VIC,0,Not English,Band7 - 99.90+,Not Entered, 
127712,300.0,300,U,2012,9,Bachelor of Commerce,BOC,MC-FIN,200.0,300.0,U,2016.0,3.0,Master of Finance,1,19,,0,English,Band2 - 80.00 - 84.95,Not Entered, 
28113,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-DVETMED,400.0,251.0,U,2015.0,1.0,Doctor of Veterinary Medicine,1,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
114902,300.0,100,U,2012,8,Bachelor of Arts,BOA,MC-TEACHPR,200.0,460.0,U,2015.0,12.0,Master of Teaching (Primary),1,19,,0,English,Band1 - <80,Not Entered, 
171500,300.0,100,U,2012,7,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2016.0,7.0,Juris Doctor,0,20-21,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
6508,300.0,603,U,2012,10,Bachelor of Science,BSC,MC-SCIBIT,200.0,603.0,U,2015.0,7.0,Master of Biotechnology,0,18,VIC,0,English,Band2 - 80.00 - 84.95,Not Entered, 
43740,300.0,702,U,2012,8,Bachelor of Environments,BOE,MC-CONMG3Y,300.0,702.0,U,2015.0,8.0,Master of Construction Management,1,18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
140661,300.0,603,U,2012,6,Bachelor of Science,BSC,441ME,200.0,200.0,U,2015.0,4.0,Master of Environment,0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
16849,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2014.0,7.0,Master of Engineering,1,19,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
6133,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-TEACHSA,200.0,460.0,U,2014.0,3.0,Master of Teaching (Secondary),0,20-21,VIC,1,Not English,Band3 - 85.00 - 89.95,Not Entered, 
114139,300.0,702,U,2012,1,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2015.0,3.0,Master of Architecture,0,22-24,,0,Not English,,Not Entered, 
24001,300.0,300,U,2012,7,Bachelor of Commerce,BOC,MC-FIN,200.0,300.0,U,2014.0,5.0,Master of Finance,0,19,,0,Not English,,Not Entered, 
64976,300.0,603,U,2012,9,Bachelor of Science,BSC,441ME,200.0,200.0,U,2016.0,1.0,Master of Environment,0,<18,VIC,0,English,Band2 - 80.00 - 84.95,Not Entered, 
28233,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-DVETMED,400.0,251.0,U,2015.0,1.0,Doctor of Veterinary Medicine,0,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
140680,300.0,100,U,2012,7,Bachelor of Arts,BOA,MC-TEACHPR,200.0,460.0,U,2014.0,12.0,Master of Teaching (Primary),0,<18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
6201,300.0,300,U,2012,8,Bachelor of Commerce,BOC,324BA,150.0,300.0,U,2014.0,3.0,Master of International Business,1,19,VIC,0,Not English,Band4 - 90.00 - 94.95,Not Entered, 
166348,300.0,603,U,2012,6,Bachelor of Science,BSC,MC-DDENSUR,400.0,500.0,U,2016.0,1.0,Doctor of Dental Surgery,1,<18,VIC,0,Not English,Band4 - 90.00 - 94.95,Not Entered, 
37319,300.0,702,U,2012,8,Bachelor of Environments,BOE,MC-ARCH2Y,200.0,702.0,U,2014.0,6.0,Master of Architecture,0,18,VIC,1,Not English,Band4 - 90.00 - 94.95,Not Entered, 
16752,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-SPCHPTH,200.0,500.0,U,2014.0,9.0,Master of Speech Pathology,0,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
128284,300.0,603,U,2012,9,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2014.0,7.0,Master of Engineering,0,20-21,,1,Not English,,Not Entered, 
140750,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-DVETMED,400.0,251.0,U,2016.0,1.0,Doctor of Veterinary Medicine,0,18,,1,Not English,,Not Entered, 
16736,300.0,603,U,2012,9,Bachelor of Science,BSC,MC-SCIGEN,200.0,603.0,U,2014.0,4.0,Master of Science (Genetics),1,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
114236,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2014.0,7.0,Master of Engineering,1,19,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
33623,300.0,100,U,2012,8,Bachelor of Arts,BOA,MC-IB,200.0,300.0,U,2016.0,1.0,Master of International Business,1,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
33655,300.0,500,U,2012,7,Bachelor of Biomedicine,BOB,MC-DMED,400.0,500.0,U,2016.0,3.0,Doctor of Medicine,0,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
6276,300.0,100,U,2012,9,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2015.0,8.0,Juris Doctor,0,19,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
103924,300.0,300,U,2012,7,Bachelor of Commerce,BOC,MC-FIN,200.0,300.0,U,2014.0,7.0,Master of Finance,0,20-21,,1,Not English,,Not Entered, 
53098,300.0,100,U,2012,8,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2016.0,8.0,Juris Doctor,1,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
160781,300.0,100,U,2012,8,Bachelor of Arts,BOA,MC-TEACHEC,200.0,460.0,U,2014.0,7.0,Master of Teaching (Early Childhood),0,18,,1,Not English,,Not Entered, 
128083,300.0,300,U,2012,8,Bachelor of Commerce,BOC,MC-ECO,200.0,300.0,U,2017.0,2.0,Master of Economics,1,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
160889,300.0,500,U,2012,8,Bachelor of Biomedicine,BOB,MC-NURSC,200.0,500.0,U,2014.0,6.0,Master of Nursing Science,1,19,VIC,1,Not English,Band5 - 95.00 - 97.95,Not Entered, 
140890,300.0,100,U,2012,6,Bachelor of Arts(Media and Communications),BOA,097AB,200.0,100.0,U,2015.0,2.0,Master of Development Studies,1,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
76780,300.0,100,U,2012,9,Bachelor of Arts,BOA,,,,,,,,0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
84725,300.0,500,U,2012,8,Bachelor of Biomedicine,BOB,305BB,200.0,500.0,U,2014.0,7.0,Master of Clinical Audiology,0,18,VIC,0,Not English,Band4 - 90.00 - 94.95,Not Entered, 
156533,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-DVETMED,400.0,251.0,U,2015.0,1.0,Doctor of Veterinary Medicine,1,18,,0,English,Band5 - 95.00 - 97.95,Not Entered, 
126991,300.0,702,U,2012,8,Bachelor of Environments,BOE,MC-URPL,200.0,702.0,U,2014.0,5.0,Master of Urban Planning,0,18,VIC,1,Not English,Band3 - 85.00 - 89.95,Not Entered, 
76121,300.0,100,U,2012,8,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2015.0,8.0,Juris Doctor,0,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
66606,300.0,100,U,2012,8,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2016.0,3.0,Juris Doctor,0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
66632,300.0,100,U,2012,8,Bachelor of Arts,BOA,,,,,,,,1,19,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
98785,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-TEACHSA,200.0,460.0,U,2014.0,4.0,Master of Teaching (Secondary),0,<18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
155185,300.0,500,U,2012,8,Bachelor of Biomedicine,BOB,MC-DMED,400.0,500.0,U,2016.0,3.0,Doctor of Medicine,1,<18,VIC,0,English,Band7 - 99.90+,Not Entered, 
66641,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-DVETMED,400.0,251.0,U,2017.0,1.0,Doctor of Veterinary Medicine,0,19,VIC,0,English,Band2 - 80.00 - 84.95,Not Entered, 
15660,300.0,500,U,2012,8,Bachelor of Biomedicine,BOB,GD-SURGANT,100.0,876.0,U,2018.0,1.0,Graduate Diploma in Surgical Anatomy,1,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
98844,300.0,300,U,2012,7,Bachelor of Commerce,BOC,MC-FIN,200.0,300.0,U,2014.0,10.0,Master of Finance,0,18,,1,Not English,,Not Entered, 
171931,300.0,603,U,2012,4,Bachelor of Science,BSC,MC-SCIBHS,200.0,603.0,U,2014.0,1.0,Master of Science (Biomedical and Health Sciences),1,20-21,,1,English,,Not Entered, 
7673,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2014.0,7.0,Master of Engineering,1,18,WA,0,English,Band6 - 98.00 - 99.85,Not Entered, 
151956,300.0,300,U,2012,7,Bachelor of Commerce,BOC,MC-MGTACTS,150.0,300.0,U,2015.0,2.0,Master of Management (Accounting),0,20-21,VIC,0,Not English,Band6 - 98.00 - 99.85,Not Entered, 
181131,300.0,300,U,2012,8,Bachelor of Commerce,BOC,MC-JURISD,300.0,732.0,U,2017.0,5.0,Juris Doctor,1,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
7729,300.0,100,U,2012,10,Bachelor of Arts,BOA,MC-TEACHSA,200.0,460.0,U,2016.0,4.0,Master of Teaching (Secondary),0,18,,0,English,Band3 - 85.00 - 89.95,Not Entered, 
186391,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-DVETMED,400.0,251.0,U,2015.0,1.0,Doctor of Veterinary Medicine,0,18,VIC,0,Not English,Band7 - 99.90+,Not Entered, 
181134,100.0,100,U,2012,6,Bachelor of Arts (Degree with Honours),BOA,,,,,,,,0,22-24,,1,English,,Not Entered, 
103449,300.0,500,U,2012,7,Bachelor of Biomedicine,BOB,MC-DMED,400.0,500.0,U,2016.0,3.0,Doctor of Medicine,0,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
161394,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-SCIMAT,200.0,603.0,U,2014.0,6.0,Master of Science (Mathematics and Statistics),1,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
186421,300.0,300,U,2012,7,Bachelor of Commerce,BOC,187AA,50.0,732.0,U,2015.0,1.0,Graduate Diploma in Tax,0,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
116049,300.0,300,U,2012,8,Bachelor of Commerce,BOC,MC-IR,200.0,100.0,U,2014.0,8.0,Master of International Relations,0,19,VIC,0,Not English,Band5 - 95.00 - 97.95,Not Entered, 
98988,300.0,500,U,2012,8,Bachelor of Biomedicine,BOB,MC-DDENSUR,400.0,500.0,U,2016.0,1.0,Doctor of Dental Surgery,0,<18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
165097,300.0,702,U,2012,8,Bachelor of Environments,BOE,MC-LARCH2Y,200.0,702.0,U,2015.0,7.0,Master of Landscape Architecture,1,20-21,,0,English,Band4 - 90.00 - 94.95,Not Entered, 
174650,300.0,300,U,2012,8,Bachelor of Commerce,BOC,,,,,,,,0,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
15781,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-SCICHE,200.0,603.0,U,2014.0,5.0,Master of Science (Chemistry),1,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
103653,300.0,500,U,2012,8,Bachelor of Biomedicine,BOB,MC-DMED,400.0,500.0,U,2016.0,3.0,Doctor of Medicine,1,20-21,,1,English,,Not Entered, 
161240,300.0,100,U,2012,8,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2015.0,8.0,Juris Doctor,1,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
174883,300.0,702,U,2012,8,Bachelor of Environments,BOE,MC-ENG,300.0,400.0,U,2014.0,7.0,Master of Engineering,1,20-21,VIC,1,Not English,Band5 - 95.00 - 97.95,Not Entered, 
86982,300.0,300,U,2012,8,Bachelor of Commerce,BOC,MC-IR,200.0,100.0,U,2017.0,4.0,Master of International Relations,1,<18,VIC,0,Not English,Band5 - 95.00 - 97.95,Not Entered, 
6944,300.0,702,U,2012,8,Bachelor of Environments,BOE,MC-TEACHSA,200.0,460.0,U,2015.0,3.0,Master of Teaching (Secondary),0,20-21,VIC,0,Not English,Band4 - 90.00 - 94.95,Not Entered, 
98483,300.0,100,U,2012,8,Bachelor of Arts,BOA,MC-IB,200.0,300.0,U,2015.0,9.0,Master of International Business,1,18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
37077,300.0,100,U,2012,2,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2016.0,5.0,Juris Doctor,0,19,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
76654,300.0,603,U,2012,8,Bachelor of Science,BSC,290AA,100.0,603.0,U,2014.0,5.0,Postgraduate Diploma in Science,1,<18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
174822,300.0,500,U,2012,8,Bachelor of Biomedicine,BOB,MC-DMED,400.0,500.0,U,2017.0,3.0,Doctor of Medicine,0,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
65890,300.0,603,U,2012,10,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2014.0,7.0,Master of Engineering,1,18,VIC,0,Not English,Band5 - 95.00 - 97.95,Not Entered, 
165797,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-DMED,400.0,500.0,U,2017.0,3.0,Doctor of Medicine,1,20-21,,1,English,,Not Entered, 
44785,300.0,500,U,2012,8,Bachelor of Biomedicine,BOB,,,,,,,,1,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
52583,300.0,100,U,2012,8,Bachelor of Arts,BOA,GDA-ARTS,100.0,100.0,U,2015.0,6.0,Graduate Diploma in Arts (Advanced),0,19,WA,0,English,Band6 - 98.00 - 99.85,Not Entered, 
27954,300.0,300,U,2012,8,Bachelor of Commerce,BOC,,,,,,,,1,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
66002,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2014.0,7.0,Master of Engineering,1,20-21,VIC,1,Not English,Band3 - 85.00 - 89.95,Not Entered, 
76581,300.0,300,U,2012,8,Bachelor of Commerce,BOC,MC-FIN,200.0,300.0,U,2014.0,10.0,Master of Finance,0,19,VIC,1,Not English,Band6 - 98.00 - 99.85,Not Entered, 
91294,300.0,300,U,2012,8,Bachelor of Commerce,BOC,MC-MGTACTS,150.0,300.0,U,2014.0,4.0,Master of Management (Accounting),0,18,QLD,1,Not English,Band6 - 98.00 - 99.85,Not Entered, 
115372,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2014.0,7.0,Master of Engineering,1,19,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
115389,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-DVETMED,400.0,251.0,U,2015.0,1.0,Doctor of Veterinary Medicine,0,<18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
127250,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-DVETMED,400.0,251.0,U,2016.0,1.0,Doctor of Veterinary Medicine,0,<18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
15898,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2015.0,2.0,Master of Engineering,1,18,VIC,0,English,Band2 - 80.00 - 84.95,Not Entered, 
115415,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-SCIGEN,200.0,603.0,U,2014.0,4.0,Master of Science (Genetics),0,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
171709,300.0,100,U,2012,10,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2015.0,7.0,Juris Doctor,1,19,VIC,0,English,,Not Entered, 
87148,100.0,100,U,2012,7,Bachelor of Arts (Degree with Honours),BOA,,,,,,,,0,22-24,WA,0,English,Band4 - 90.00 - 94.95,Not Entered, 
171710,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-DOPTOM,400.0,603.0,U,2016.0,1.0,Doctor of Optometry,0,19,VIC,0,Not English,Band5 - 95.00 - 97.95,Not Entered, 
34034,300.0,500,U,2012,8,Bachelor of Biomedicine,BOB,MC-DMED,400.0,500.0,U,2016.0,3.0,Doctor of Medicine,0,<18,VIC,0,Not English,Band6 - 98.00 - 99.85,Not Entered, 
145508,300.0,100,U,2012,8,Bachelor of Arts,BOA,MC-JOURN,200.0,100.0,U,2016.0,1.0,Master of Journalism,0,<18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
33570,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-SCIZOO,200.0,603.0,U,2014.0,4.0,Master of Science (Zoology),0,20-21,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
6078,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2014.0,7.0,Master of Engineering,0,19,,0,English,Band4 - 90.00 - 94.95,Not Entered, 
190581,300.0,603,U,2012,8,Bachelor of Science,BSC,305BB,200.0,500.0,U,2014.0,7.0,Master of Clinical Audiology,0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
111947,300.0,702,U,2012,4,Bachelor of Environments,BOE,MC-PROP2Y,200.0,702.0,U,2015.0,8.0,Master of Property,1,22-24,,0,English,Band5 - 95.00 - 97.95,Not Entered, 
63075,300.0,300,U,2012,7,Bachelor of Commerce,BOC,MC-ECO,200.0,300.0,U,2014.0,8.0,Master of Economics,0,19,VIC,0,Not English,Band6 - 98.00 - 99.85,Not Entered, 
104617,300.0,603,U,2012,8,Bachelor of Science,BSC,MC-DMED,400.0,500.0,U,2017.0,3.0,Doctor of Medicine,1,18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
177671,100.0,100,U,2012,7,Bachelor of Arts (Degree with Honours),BOA,MC-JURISD,300.0,732.0,U,2016.0,3.0,Juris Doctor,0,22-24,VIC,0,English,,Not Entered, 
23518,300.0,300,U,2012,8,Bachelor of Commerce,BOC,MC-FIN,200.0,300.0,U,2018.0,5.0,Master of Finance,0,19,VIC,0,Not English,Band6 - 98.00 - 99.85,Not Entered, 
170894,300.0,603,U,2012,7,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2015.0,2.0,Master of Engineering,1,<18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
170914,300.0,300,U,2012,9,Bachelor of Commerce,BOC,MC-FIN,200.0,300.0,U,2016.0,6.0,Master of Finance,1,18,VIC,0,Not English,Band5 - 95.00 - 97.95,Not Entered, 
79227,300.0,702,U,2012,8,Bachelor of Environments,BOE,MC-ENG,300.0,400.0,U,2015.0,3.0,Master of Engineering,0,19,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
190502,300.0,100,U,2012,7,Bachelor of Arts(Media and Communications),BOA,MC-TEACHSA,200.0,460.0,U,2016.0,2.0,Master of Teaching (Secondary),0,19,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
