STU_ID_PROXY,COURSE_CREDITS_REQ_bach,FACULTY_CODE_bach,LOCATION_CODE_bach,STUDY_YEAR_bach,N_SUBJECTS_bach,CODE_DESCR_bach,top5_bach_bach,COURSE_CODE,COURSE_CREDITS_REQ_mast,FACULTY_CODE_mast,LOCATION_CODE_mast,STUDY_YEAR_mast,N_SUBJECTS_mast,CODE_DESCR_mast,IS_GENDER_MALE,AGE_BAND,STATE,IS_INTERNATIONAL,HOME_LANGUAGE,ATAR_BAND,LANGUAGE_TEST_TYPE,LANGUAGE_TEST_SCORE
93346,300.0,603,U,2015,8,Bachelor of Science,BSC,305BB,200.0,500.0,U,2017.0,7.0,Master of Clinical Audiology,0,18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
133130,300.0,603,U,2015,8,Bachelor of Science,BSC,,,,,,,,0,18,,1,Not English,,Not Entered, 
61082,300.0,100,U,2015,3,Bachelor of Arts,BOA,MC-IR,200.0,100.0,U,2018.0,3.0,Master of International Relations,0,19,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
96335,100.0,603,U,2015,4,Bachelor of Science (Degree with Honours),BSC,,,,,,,,0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
61174,300.0,100,U,2015,8,Bachelor of Arts,BOA,340AA,125.0,500.0,U,2019.0,4.0,Graduate Diploma in Psychology,0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
93232,300.0,603,U,2015,8,Bachelor of Science,BSC,MC-DVETMED,400.0,251.0,U,2018.0,1.0,Doctor of Veterinary Medicine,0,18,VIC,0,Not English,Band5 - 95.00 - 97.95,Not Entered, 
153038,300.0,300,U,2015,6,Bachelor of Commerce,BOC,MC-ENG,300.0,400.0,U,2018.0,2.0,Master of Engineering,1,<18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
133036,300.0,603,U,2015,7,Bachelor of Science,BSC,MC-SCIEAR,200.0,603.0,U,2017.0,5.0,Master of Science (Earth Sciences),0,18,NSW,0,English,Band4 - 90.00 - 94.95,Not Entered, 
138809,300.0,100,U,2015,3,Bachelor of Arts,BOA,MC-IB,200.0,300.0,U,2017.0,4.0,Master of International Business,0,19,,1,English,,Not Entered, 
132960,300.0,300,U,2015,10,Bachelor of Commerce,BOC,,,,,,,,0,18,VIC,1,Not English,Band5 - 95.00 - 97.95,Not Entered, 
61252,300.0,500,U,2015,4,Bachelor of Biomedicine,BOB,,,,,,,,0,19,QLD,0,Not English,Band6 - 98.00 - 99.85,Not Entered, 
138825,300.0,100,U,2015,4,Bachelor of Arts,BOA,,,,,,,,0,18,,0,English,Band4 - 90.00 - 94.95,Not Entered, 
167925,300.0,702,U,2015,7,Bachelor of Environments,BOE,,,,,,,,1,22-24,,1,English,,Not Entered, 
132947,300.0,702,U,2015,4,Bachelor of Environments,BOE,,,,,,,,1,18,VIC,0,Not English,Band3 - 85.00 - 89.95,Not Entered, 
138830,300.0,702,U,2015,7,Bachelor of Environments,BOE,MC-LARCH,300.0,702.0,U,2017.0,4.0,Master of Landscape Architecture,0,22-24,,1,Not English,,Not Entered, 
138865,300.0,603,U,2015,4,Bachelor of Science,BSC,MC-MGMTFIN,200.0,300.0,U,2017.0,8.0,Master of Management (Finance),0,<18,,1,Not English,,Not Entered, 
132875,300.0,603,U,2015,8,Bachelor of Science,BSC,,,,,,,,1,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
138909,300.0,702,U,2015,1,Bachelor of Environments,BOE,,,,,,,,0,18,VIC,0,English,Band2 - 80.00 - 84.95,Not Entered, 
167862,100.0,603,U,2015,5,Bachelor of Science (Degree with Honours),BSC,,,,,,,,1,<18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
138924,300.0,100,U,2015,8,Bachelor of Arts,BOA,MC-EMA,200.0,100.0,U,2017.0,3.0,Executive Master of Arts,1,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
153033,300.0,603,U,2015,3,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2018.0,2.0,Master of Engineering,1,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
93180,300.0,100,U,2015,9,Bachelor of Arts,BOA,,,,,,,,0,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
138935,300.0,300,U,2015,3,Bachelor of Commerce,BOC,,,,,,,,0,<18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
138963,300.0,300,U,2015,8,Bachelor of Commerce,BOC,,,,,,,,0,18,,1,English,,Not Entered, 
61409,300.0,300,U,2015,10,Bachelor of Commerce,BOC,,,,,,,,0,18,,1,Not English,,, 
96420,300.0,500,U,2015,7,Bachelor of Biomedicine,BOB,,,,,,,,1,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
61425,300.0,300,U,2015,1,Bachelor of Commerce,BOC,,,,,,,,1,18,,1,Not English,Band5 - 95.00 - 97.95,Not Entered, 
132765,300.0,603,U,2015,8,Bachelor of Science,BSC,,,,,,,,0,18,,1,English,,Not Entered, 
96435,300.0,300,U,2015,7,Bachelor of Commerce,BOC,,,,,,,,0,18,VIC,0,Not English,Band5 - 95.00 - 97.95,Not Entered, 
133136,300.0,100,U,2015,2,Bachelor of Arts,BOA,MC-MGMTFIN,200.0,300.0,U,2018.0,3.0,Master of Management (Finance),0,<18,SA,0,English,Band4 - 90.00 - 94.95,Not Entered, 
133149,300.0,603,U,2015,8,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2017.0,5.0,Master of Engineering,1,<18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
93239,300.0,702,U,2015,7,Bachelor of Environments,BOE,MC-ARCH,300.0,702.0,U,2019.0,4.0,Master of Architecture,0,18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
96318,300.0,300,U,2015,4,Bachelor of Commerce,BOC,,,,,,,,1,18,,1,Not English,,Not Entered, 
96038,100.0,603,U,2015,4,Bachelor of Science (Degree with Honours),BSC,,,,,,,,0,<18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
168123,300.0,702,U,2015,1,Bachelor of Environments,BOE,MC-ARCH,300.0,702.0,U,2018.0,4.0,Master of Architecture,1,<18,VIC,0,English,Band1 - <80,Not Entered, 
96078,300.0,100,U,2015,8,Bachelor of Arts,BOA,,,,,,,,0,<18,,0,English,Band6 - 98.00 - 99.85,Not Entered, 
133599,300.0,500,U,2015,7,Bachelor of Biomedicine,BOB,,,,,,,,0,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
133563,300.0,702,U,2015,6,Bachelor of Environments,BOE,,,,,,,,0,18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
60826,300.0,300,U,2015,1,Bachelor of Commerce,BOC,,,,,,,,0,18,,1,Not English,,Not Entered, 
96121,300.0,603,U,2015,9,Bachelor of Science,BSC,MC-ENV,200.0,603.0,U,2019.0,4.0,Master of Environment,0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
133552,300.0,500,U,2015,8,Bachelor of Biomedicine,BOB,MC-DMED,400.0,500.0,U,2019.0,3.0,Doctor of Medicine,0,18,,0,English,Band6 - 98.00 - 99.85,Not Entered, 
60837,300.0,603,U,2015,8,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2017.0,5.0,Master of Engineering,1,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
133514,300.0,300,U,2015,8,Bachelor of Commerce,BOC,,,,,,,,1,22-24,,1,English,,Not Entered, 
96150,300.0,603,U,2015,8,Bachelor of Science,BSC,,,,,,,,1,20-21,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
96204,300.0,500,U,2015,2,Bachelor of Biomedicine,BOB,,,,,,,,0,19,,1,Not English,,Not Entered, 
96209,300.0,603,U,2015,8,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2017.0,6.0,Master of Engineering,1,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
133392,300.0,603,U,2015,8,Bachelor of Science,BSC,,,,,,,,0,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
133759,300.0,300,U,2015,10,Bachelor of Commerce,BOC,,,,,,,,0,20-21,,1,Not English,,Not Entered, 
133378,300.0,603,U,2015,8,Bachelor of Science,BSC,,,,,,,,1,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
60871,100.0,100,U,2015,6,Bachelor of Arts (Degree with Honours),BOA,,,,,,,,1,25-29,VIC,0,English,Band1 - <80,Not Entered, 
133366,300.0,100,U,2015,8,Bachelor of Arts,BOA,MC-MGMT,200.0,300.0,U,2017.0,8.0,Master of Management,1,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
133348,300.0,300,U,2015,10,Bachelor of Commerce,BOC,,,,,,,,1,20-21,,1,Not English,,Not Entered, 
138718,300.0,603,U,2015,1,Bachelor of Science,BSC,MC-SPCHPTH,200.0,500.0,U,2017.0,9.0,Master of Speech Pathology,1,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
133290,300.0,702,U,2015,6,Bachelor of Environments,BOE,,,,,,,,1,18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
138723,300.0,100,U,2015,1,Bachelor of Arts,BOA,,,,,,,,0,18,,1,English,Band3 - 85.00 - 89.95,Not Entered, 
168052,300.0,100,U,2015,8,Bachelor of Arts,BOA,,,,,,,,1,18,ACT,0,English,Band5 - 95.00 - 97.95,Not Entered, 
60918,300.0,702,U,2015,2,Bachelor of Environments,BOE,MC-LARCH,300.0,702.0,U,2015.0,4.0,Master of Landscape Architecture,1,20-21,VIC,0,English,Band1 - <80,Not Entered, 
60923,300.0,300,U,2015,8,Bachelor of Commerce,BOC,,,,,,,,0,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
60997,300.0,603,U,2015,4,Bachelor of Science,BSC,,,,,,,,1,18,,0,Not English,,Not Entered, 
138731,300.0,500,U,2015,9,Bachelor of Biomedicine,BOB,,,,,,,,0,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
133270,300.0,603,U,2015,7,Bachelor of Science,BSC,MC-SPCHPTH,200.0,500.0,U,2018.0,9.0,Master of Speech Pathology,0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
93275,300.0,603,U,2015,8,Bachelor of Science,BSC,,,,,,,,1,18,VIC,0,Not English,Band4 - 90.00 - 94.95,Not Entered, 
61027,300.0,603,U,2015,2,Bachelor of Science,BSC,,,,,,,,1,18,,1,Not English,Band3 - 85.00 - 89.95,Not Entered, 
133374,300.0,100,U,2015,8,Bachelor of Arts,BOA,344AB,200.0,100.0,U,2017.0,4.0,Master of Public Policy and Management,1,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
154295,300.0,100,U,2015,1,Bachelor of Arts,BOA,,,,,,,,0,<18,NSW,0,English,Band5 - 95.00 - 97.95,Not Entered, 
93841,300.0,603,U,2015,3,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2017.0,4.0,Master of Engineering,1,18,,0,English,Band4 - 90.00 - 94.95,Not Entered, 
93884,300.0,300,U,2015,8,Bachelor of Commerce,BOC,,,,,,,,1,18,VIC,0,Not English,Band6 - 98.00 - 99.85,Not Entered, 
136392,300.0,300,U,2015,6,Bachelor of Commerce,BOC,MC-COMMGT,150.0,300.0,U,2018.0,7.0,Master of Commerce (Management),0,<18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
137592,300.0,300,U,2015,4,Bachelor of Commerce,BOC,,,,,,,,0,19,,1,English,,Not Entered, 
153415,300.0,500,U,2015,8,Bachelor of Biomedicine,BOB,MC-DOPTOM,400.0,500.0,U,2019.0,1.0,Doctor of Optometry,1,<18,VIC,0,Not English,Band5 - 95.00 - 97.95,Not Entered, 
58880,300.0,702,U,2015,9,Bachelor of Environments,BOE,,,,,,,,0,19,NSW,0,English,Band1 - <80,Not Entered, 
94427,300.0,300,U,2015,8,Bachelor of Commerce,BOC,,,,,,,,1,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
95013,300.0,300,U,2015,4,Bachelor of Commerce,BOC,,,,,,,,0,18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
94400,300.0,603,U,2015,2,Bachelor of Science,BSC,MC-SCIBIO,200.0,603.0,U,2017.0,3.0,Master of Science (BioSciences),0,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
95030,100.0,603,U,2015,4,Bachelor of Science (Degree with Honours),BSC,,,,,,,,0,20-21,,1,English,,Not Entered, 
153403,300.0,702,U,2015,7,Bachelor of Environments,BOE,,,,,,,,0,20-21,,1,Not English,,Not Entered, 
94382,300.0,100,U,2015,8,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2019.0,2.0,Juris Doctor,0,<18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
58982,300.0,100,U,2015,3,Bachelor of Arts,BOA,,,,,,,,0,18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
58985,300.0,100,U,2015,4,Bachelor of Arts,BOA,,,,,,,,1,20-21,,1,English,,Not Entered, 
136192,300.0,100,U,2015,2,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2019.0,3.0,Juris Doctor,0,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
59049,300.0,300,U,2015,5,Bachelor of Commerce,BOC,,,,,,,,1,20-21,,1,English,,Not Entered, 
59067,300.0,100,U,2015,8,Bachelor of Arts,BOA,,,,,,,,1,<18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
136181,300.0,100,U,2015,8,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2019.0,3.0,Juris Doctor,1,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
59076,300.0,603,U,2015,4,Bachelor of Science,BSC,,,,,,,,0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
137679,300.0,300,U,2015,5,Bachelor of Commerce,BOC,,,,,,,,0,19,,1,English,,Not Entered, 
137687,300.0,702,U,2015,8,Bachelor of Environments,BOE,MC-ENG,300.0,400.0,U,2017.0,8.0,Master of Engineering,0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
168812,300.0,702,U,2015,2,Bachelor of Environments,BOE,,,,,,,,0,20-21,,1,Not English,,Not Entered, 
168801,300.0,300,U,2015,4,Bachelor of Commerce,BOC,,,,,,,,1,20-21,,1,Not English,,Not Entered, 
59112,300.0,300,U,2015,5,Bachelor of Commerce,BOC,,,,,,,,0,20-21,,1,Not English,,Not Entered, 
168790,300.0,300,U,2015,4,Bachelor of Commerce,BOC,GD-FIN,100.0,300.0,U,2016.0,3.0,Graduate Diploma in Finance,1,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
59122,300.0,702,U,2015,9,Bachelor of Environments,BOE,,,,,,,,1,19,WA,0,English,Band3 - 85.00 - 89.95,Not Entered, 
153400,300.0,300,U,2015,2,Bachelor of Commerce,BOC,,,,,,,,0,<18,WA,0,English,Band6 - 98.00 - 99.85,Not Entered, 
59143,300.0,100,U,2015,5,Bachelor of Arts,BOA,,,,,,,,1,20-21,VIC,0,English,Band2 - 80.00 - 84.95,Not Entered, 
136077,100.0,100,U,2015,6,Bachelor of Arts (Degree with Honours),BOA,,,,,,,,0,18,,0,English,Band6 - 98.00 - 99.85,Not Entered, 
136508,300.0,100,U,2015,8,Bachelor of Arts,BOA,,,,,,,,1,22-24,,1,English,,Not Entered, 
153429,100.0,300,U,2015,7,Bachelor of Commerce (Degree with Honours),BOC,,,,,,,,1,19,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
137533,300.0,300,U,2015,8,Bachelor of Commerce,BOC,,,,,,,,0,18,,1,Not English,,Not Entered, 
94945,300.0,100,U,2015,1,Bachelor of Arts,BOA,,,,,,,,0,19,,1,Not English,Band3 - 85.00 - 89.95,Not Entered, 
94741,300.0,500,U,2015,8,Bachelor of Biomedicine,BOB,,,,,,,,1,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
58371,300.0,702,U,2015,8,Bachelor of Environments,BOE,,,,,,,,0,18,SA,0,English,Band6 - 98.00 - 99.85,Not Entered, 
94683,100.0,100,U,2015,6,Bachelor of Arts (Degree with Honours),BOA,,,,,,,,1,<18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
94680,300.0,603,U,2015,9,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2017.0,5.0,Master of Engineering,0,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
169034,300.0,500,U,2015,8,Bachelor of Biomedicine,BOB,,,,,,,,1,18,VIC,0,Not English,Band6 - 98.00 - 99.85,Not Entered, 
137254,300.0,702,U,2015,5,Bachelor of Environments,BOE,MC-ENG,300.0,400.0,U,2017.0,6.0,Master of Engineering,1,18,VIC,0,English,,Not Entered, 
58430,300.0,603,U,2015,3,Bachelor of Science,BSC,,,,,,,,0,<18,WA,0,English,Band5 - 95.00 - 97.95,Not Entered, 
94663,300.0,100,U,2015,8,Bachelor of Arts,BOA,GC-AGSC,50.0,251.0,U,2016.0,4.0,Graduate Certificate in Agricultural Sciences,0,19,ACT,0,English,Band6 - 98.00 - 99.85,Not Entered, 
136992,300.0,603,U,2015,8,Bachelor of Science,BSC,MC-DVETMED,400.0,251.0,U,2018.0,1.0,Doctor of Veterinary Medicine,1,18,,1,Not English,,Not Entered, 
136988,300.0,100,U,2015,8,Bachelor of Arts,BOA,,,,,,,,0,<18,,1,Not English,,Not Entered, 
94655,300.0,100,U,2015,8,Bachelor of Arts,BOA,MC-TEACHPR,200.0,460.0,U,2018.0,11.0,Master of Teaching (Primary),0,<18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
94649,300.0,603,U,2015,8,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2019.0,3.0,Master of Engineering,1,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
136980,300.0,603,U,2015,1,Bachelor of Science,BSC,MC-SCIZOO,200.0,603.0,U,2016.0,4.0,Master of Science (Zoology),0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
94816,300.0,300,U,2015,8,Bachelor of Commerce,BOC,MC-MKTCOMM,200.0,100.0,U,2018.0,3.0,Master of Marketing Communications,0,<18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
94826,100.0,603,U,2015,4,Bachelor of Science (Degree with Honours),BSC,MC-DOPTOM,400.0,500.0,U,2019.0,1.0,Doctor of Optometry,0,<18,,0,English,Band4 - 90.00 - 94.95,Not Entered, 
153551,100.0,603,U,2015,5,Bachelor of Science (Degree with Honours),BSC,,,,,,,,1,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
137356,300.0,603,U,2015,3,Bachelor of Science,BSC,,,,,,,,1,18,VIC,0,Not English,Band2 - 80.00 - 84.95,Not Entered, 
94544,300.0,603,U,2015,3,Bachelor of Science,BSC,244CW,200.0,500.0,U,2019.0,3.0,Master of Public Health,1,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
94838,300.0,702,U,2015,7,Bachelor of Environments,BOE,MC-ARCH,300.0,702.0,U,2017.0,5.0,Master of Architecture,1,<18,,0,English,Band4 - 90.00 - 94.95,Not Entered, 
136737,300.0,603,U,2015,8,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2017.0,7.0,Master of Engineering,1,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
94504,300.0,100,U,2015,6,Bachelor of Arts,BOA,,,,,,,,1,18,,1,Not English,Band4 - 90.00 - 94.95,Not Entered, 
168929,100.0,603,U,2015,3,Bachelor of Science (Degree with Honours),BSC,,,,,,,,0,22-24,,0,Not English,,Not Entered, 
136647,300.0,300,U,2015,4,Bachelor of Commerce,BOC,,,,,,,,0,<18,,0,Not English,,Not Entered, 
136646,300.0,100,U,2015,1,Bachelor of Arts,BOA,,,,,,,,1,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
153435,300.0,100,U,2015,8,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2019.0,4.0,Juris Doctor,1,20-21,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
136598,300.0,100,U,2015,8,Bachelor of Arts,BOA,MC-SPCHPTH,200.0,500.0,U,2017.0,9.0,Master of Speech Pathology,0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
58808,300.0,100,U,2015,8,Bachelor of Arts,BOA,MC-TEACHSA,200.0,460.0,U,2017.0,4.0,Master of Teaching (Secondary),1,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
94646,300.0,300,U,2015,8,Bachelor of Commerce,BOC,MC-FIN,200.0,300.0,U,2017.0,9.0,Master of Finance,1,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
60069,300.0,603,U,2015,3,Bachelor of Science,BSC,MC-SCIEAR,200.0,603.0,U,2017.0,6.0,Master of Science (Earth Sciences),0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
136076,300.0,300,U,2015,8,Bachelor of Commerce,BOC,,,,,,,,1,18,,0,English,,Not Entered, 
59255,300.0,702,U,2015,4,Bachelor of Environments,BOE,,,,,,,,1,18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
59709,300.0,603,U,2015,8,Bachelor of Science,BSC,MC-TEACHPR,200.0,460.0,U,2018.0,2.0,Master of Teaching (Primary),0,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
59733,300.0,603,U,2015,4,Bachelor of Science,BSC,MC-TEACHEP,250.0,460.0,U,2019.0,13.0,Master of Teaching (Early Childhood and Primary),0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
168528,300.0,100,U,2015,5,Bachelor of Arts,BOA,MC-MKTCOMM,200.0,100.0,U,2017.0,3.0,Master of Marketing Communications,0,19,,1,English,,Not Entered, 
137969,300.0,100,U,2015,8,Bachelor of Arts,BOA,,,,,,,,0,18,,0,English,Band5 - 95.00 - 97.95,Not Entered, 
135359,300.0,702,U,2015,2,Bachelor of Environments,BOE,MC-ARCH,300.0,702.0,U,2017.0,2.0,Master of Architecture,1,20-21,,1,English,,Not Entered, 
168481,300.0,300,U,2015,9,Bachelor of Commerce,BOC,MC-COMACTS,150.0,300.0,U,2017.0,4.0,Master of Commerce (Actuarial Science),1,18,,1,Not English,,Not Entered, 
153895,300.0,300,U,2015,7,Bachelor of Commerce,BOC,MC-MGMTACT,200.0,300.0,U,2017.0,3.0,Master of Management (Accounting),1,19,,0,Not English,,Not Entered, 
135310,300.0,100,U,2015,8,Bachelor of Arts,BOA,MC-JURISD,300.0,732.0,U,2018.0,8.0,Juris Doctor,0,<18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
135308,100.0,100,U,2015,6,Bachelor of Arts (Degree with Honours),BOA,,,,,,,,0,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
59810,100.0,300,U,2015,7,Bachelor of Commerce (Degree with Honours),BOC,,,,,,,,1,18,,0,English,,Not Entered, 
153300,300.0,100,U,2015,1,Bachelor of Arts,BOA,,,,,,,,0,20-21,,0,Not English,,Not Entered, 
93925,300.0,603,U,2015,8,Bachelor of Science,BSC,,,,,,,,1,18,VIC,0,English,Band4 - 90.00 - 94.95,Not Entered, 
135272,300.0,100,U,2015,8,Bachelor of Arts,BOA,MC-TEACHPR,200.0,460.0,U,2017.0,11.0,Master of Teaching (Primary),0,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
135270,300.0,100,U,2015,7,Bachelor of Arts,BOA,,,,,,,,0,18,,1,English,Band4 - 90.00 - 94.95,Not Entered, 
93915,300.0,300,U,2015,8,Bachelor of Commerce,BOC,,,,,,,,1,19,,1,English,,Not Entered, 
135248,300.0,100,U,2015,8,Bachelor of Arts,BOA,MC-TEACHSA,200.0,460.0,U,2017.0,4.0,Master of Teaching (Secondary),0,19,VIC,1,Not English,Band5 - 95.00 - 97.95,Not Entered, 
153290,100.0,500,U,2015,4,Bachelor of Biomedicine (Degree with Honours),BOB,,,,,,,,1,18,QLD,0,English,Band5 - 95.00 - 97.95,Not Entered, 
93908,300.0,603,U,2015,3,Bachelor of Science,BSC,MC-ENG,300.0,400.0,U,2018.0,3.0,Master of Engineering,1,18,VIC,0,Not English,Band4 - 90.00 - 94.95,Not Entered, 
59931,300.0,300,U,2015,8,Bachelor of Commerce,BOC,,,,,,,,1,20-21,,1,Not English,,Not Entered, 
93890,100.0,300,U,2015,8,Bachelor of Commerce (Degree with Honours),BOC,,,,,,,,1,18,,1,English,Band6 - 98.00 - 99.85,Not Entered, 
95365,300.0,603,U,2015,8,Bachelor of Science,BSC,MC-DMED,400.0,500.0,U,2019.0,3.0,Doctor of Medicine,1,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
168402,100.0,603,U,2015,4,Bachelor of Science (Degree with Honours),BSC,,,,,,,,1,20-21,VIC,0,English,,Not Entered, 
134972,300.0,300,U,2015,8,Bachelor of Commerce,BOC,,,,,,,,1,18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
138183,300.0,500,U,2015,7,Bachelor of Biomedicine,BOB,MC-DMED,400.0,500.0,U,2019.0,3.0,Doctor of Medicine,1,<18,NSW,0,Not English,Band7 - 99.90+,Not Entered, 
134768,300.0,603,U,2015,8,Bachelor of Science,BSC,,,,,,,,1,<18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
60050,300.0,603,U,2015,8,Bachelor of Science,BSC,MC-SCIMAT,200.0,603.0,U,2017.0,7.0,Master of Science (Mathematics and Statistics),1,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
168385,300.0,300,U,2015,8,Bachelor of Commerce,BOC,,,,,,,,1,18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
94056,300.0,603,U,2015,4,Bachelor of Science,BSC,,,,,,,,1,18,,1,English,,Not Entered, 
59686,300.0,300,U,2015,3,Bachelor of Commerce,BOC,,,,,,,,1,<18,VIC,0,English,Band6 - 98.00 - 99.85,Not Entered, 
135502,100.0,100,U,2015,6,Bachelor of Arts (Degree with Honours),BOA,,,,,,,,0,18,NSW,0,English,Band5 - 95.00 - 97.95,Not Entered, 
136049,300.0,500,U,2015,1,Bachelor of Biomedicine,BOB,,,,,,,,0,18,VIC,1,English,,Not Entered, 
59286,100.0,100,U,2015,6,Bachelor of Arts (Degree with Honours),BOA,,,,,,,,0,18,VIC,0,English,Band3 - 85.00 - 89.95,Not Entered, 
136033,300.0,300,U,2015,9,Bachelor of Commerce,BOC,,,,,,,,1,<18,VIC,0,English,Band5 - 95.00 - 97.95,Not Entered, 
137763,300.0,603,U,2015,8,Bachelor of Science,BSC,439FS,200.0,251.0,U,2018.0,4.0,Master of Food Science,0,18,VIC,0,Not English,Band2 - 80.00 - 84.95,Not Entered, 
59293,300.0,300,U,2015,8,Bachelor of Commerce,BOC,,,,,,,,1,19,,0,English,Band3 - 85.00 - 89.95,Not Entered, 
59304,300.0,603,U,2015,9,Bachelor of Science,BSC,,,,,,,,1,22-24,,1,English,,Not Entered, 
135983,300.0,100,U,2015,8,Bachelor of Arts,BOA,MC-PUBCOM,200.0,100.0,U,2018.0,5.0,Master of Publishing and Communications,0,18,VIC,0,English,Band2 - 80.00 - 84.95,Not Entered, 
168712,300.0,300,U,2015,9,Bachelor of Commerce,BOC,,,,,,,,1,18,,1,English,,Not Entered, 
59331,300.0,300,U,2015,8,Bachelor of Commerce,BOC,,,,,,,,1,19,,1,English,,Not Entered, 
